sentiment	productId	userId	summary	text	helpfulY	helpfulN
		AIUXP7P2D32PD	Yuck	My first try with unsalted/un-roasted nuts. Will not be back. They seemed fresh enough, I suppose, but the taste is bland. I will continue to risk my life with the deliciously roasted and salted stuff.	0	2
		A3UXLDXN4A6AVH	Not even CLOSE to Lemon Coolers	These are absolutely terrible! I remember Lemon Coolers. These are a complete joke. They taste like fat. OK, grease. Whatever.  Absolutely no zing, no lemon flavor at all. Kroger has just come out with a lemon cookie - can find them in the same area as Vanilla Wafers, as that's pretty much what they look like.  They are a lot more lemony and flavorful in general, and my resourceful fiancee took a few and spritzed them with water, rolled them in confectioner's sugar, and they were a LOT closer to the original Lemon Coolers than these ridiculous discs of disappointment.	1	2
		AN92S28RV1FQ4	Big deal: it's high in fructose.	Like high-fructose corn syrup, which is the bane of the health-food crowd, Agave syrup is a low glycemic sweetener simply because it has a high concentration of fructose and a low concentration of glucose. The health pitch is a bit of flim-flam.<br /><br />Agave syrup is about 90 percent fructose, which is at least double the percentage of fructose in commonly used high fructose corn syrup (HFCS). The HFCS used in soft drinks and other foods ranges from 42 percent to 55 percent fructose. There is no evidence that increasing the amount of dietary fructose is a health benefit, and some evidence that it may increase fat around the mid-section, which is most associated with coronary artery disease.<br /><br />If you need a nutritious sweetener, molasses is by far the best choice. It is loaded with calcium, potassium, magnesium, manganese, and other good things. Granted, molasses might not be suitable for all sweetening needs, but when it is suitable it dwarfs agave in nutritional value.<br /><br />Be sure to read the accompanying comments to learn about the hazards of Agave.	27	14
		A18HLX0SGSF0J3	Great stuff!	I have used Patak's Curry Paste (mild) for years. I mix it in rice, stir frys, vegetables, and I love the taste of the paste. It has just the perfect blend of spices to add pizzaz for those who love curry.	0	0
		A2NU920M5JIXTS	Great tasting with a real zing	I went two years looking in every grocery store I went into for brisling sardines in mustard sauce. It seems no one carries these anymore. Was very excited to find these on amazon. I grew up eating brislings in mustard and these do not dissapoint. Very zippy mustard flavor with small brislings. Excellent product!! Highly reccomended!!	4	0
		A2S1SEMBU2ZVH0	Not worth it!	I bought this product today hoping to amuse my chew-loving dog. But after unwrapping the packaging, I was disappointed. Not only did the bone have a weird, unnatural oil all over it but it also smelled like chemicals. I offered it to my dog, who after being so excited at the sight of the bone, smelled it and walked away! I tried to wash off all the meat and other particles outside but even the inside smelled like chemicals and my dog was not buying it!	1	1
		A2YYQ5KK70F8YQ	Pretty decent	The coffee is good, but I don't know that it's extra bold. It still tastes a bit watery to me. But if you load it up with cream and sweetener it's good (what isn't really?)<br />I'd buy it again as the default regular coffee to have when I don't want flavored stuff.	0	0
		A3RBPEYOP7LE8W	fantastic quality and taste	My entire family enjoys this loose leaf tea! It is our favorite. We're very picky about our tea and this is good quality. The flavor is mellow even though it's an Earl Grey. It isn't bitter like some teas, but smooth. I highly recommend trying it if you haven't. I am a repeat customer.	6	0
		AZG9NISRWJB6F	Best Caribou	This is the best Caribou kcup if you like a dark, hearty roast with good flavor and little acidity.  Will definitely buy again.	0	0
		A167KPMW1NBZJW	Delicious & Rich	I love this coffee! It has a nice rich taste; very premium. Has just the right balance of Vanilla too which tastes great and yet is not overpowering. For coffee that's brewed at home, this is the best you can get. I definitely recommend this, especially to fans of Starbucks coffee. You won't be disappointed! :)	2	1
		ACYR6O588USK	Delicious in Baked Goods	These great quality peppermint baking chips look so tempting and festive, I got a few bags to try adding to my holiday cakes.<br /><br />They are easy to work with and just gorgeous when melted just a bit, then swirled into white frosting (that's how I used them) The possibilities with these tasty and colorful chips are endless.<br /><br />The same great quality you find in Andes Cr&egrave;me de Menthe, but in baking form and all made right here in The USA.	0	0
		A1WFO3L0BWLLEC	Perfect for Agressive Chewers!	"I bought this antler chew bone for my daughters dog who chews up just about any chew bone almost instantly! The dog is a Corgi German Shepherd mix.  My daughter says these antler bones are the only type that just last and last, and her dog gets a lot of chewing satisfaction.  These are natural antler bones which are ""harvested"" from the forest after being shed by a moose. Recommend highly, especially if your dog can chew most bones up in minutes.  These antler bones last for weeks!"	1	0
		A204UVE394KVST	Delicious whole grain pasta	"This special kind of wheat makes wonderful pasta, which maintains its ""al dente"" ness without tasting raw or crunchy. Buying a batch of boxes is so economical too!"	2	0
		A3T4LCHSYH8YL3	this item isn't kosher	Just wanted to let you know that this item has a mistaken kosher certification of circle u. I called the o-u and they said this item is NOT kosher.<br />Thank you	0	1
		AG3TDPB8GFE4L	Great!!	I have been hunting for a decent treat for my GSD.  She just had TPLO surgery and has been recovering nicely.  I did a search for healthy treats and came across these happy hips.  The ingredients are natural and she absolutely loves them.  The idea that it is also benefitial for her joints adds a special bonus to the product.  No sugar or garbage in these.  I have been keying in on more protein in her diet as she has had digestive problems.  She has had not problems since I changed.  You can't go wrong with these.	0	1
		A27E4I9G5N5X24	Favorite Tea	This is my favorite tea.  If you like dark, robust flavored black tea, check it out.	0	0
		A3KEW4Q3YADDOP	Dr. Zevia from Amazon is great!	I really like Dr. Zevia natural diet soda.  I was trying to get away from caffeine.  And the little bit in the soda is just enough for me.  It has a good taste.	0	0
